抓取时间,第几次,航线,出发日期,航空公司,出发时间,到达时间,飞行时长_分钟,中转次数,价格_USD,本次最低价_USD
2026-05-05 12:07:46,63,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-05 17:43:59,64,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-05 19:45:07,65,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-05 21:09:07,66,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-05 23:01:20,67,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 03:50:10,68,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 06:37:11,69,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-02 10:00,1830,1,650,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,843,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,650
2026-05-06 09:31:16,70,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,650
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 11:54:59,71,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,839,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,839,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 14:35:53,72,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,840,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,840,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 16:48:20,73,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,621,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,840,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1039,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,660,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,840,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,843,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1039,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1039,621
2026-05-06 18:23:49,74,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1315,621
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-06 20:39:53,75,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-06 22:03:22,76,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-06 23:56:55,77,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-07 03:56:05,78,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-07 06:45:47,79,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 10:40,2026-07-01 21:00,1340,1,934,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-07 09:40:47,80,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 17:10,2026-07-02 10:00,1730,1,661,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-07 11:54:29,81,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,623
2026-05-07 14:34:51,82,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,623
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,841,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,846,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1042,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 10:40,2026-07-02 10:00,2120,1,652,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,841,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,845,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1042,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1042,652
2026-05-07 16:57:40,83,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1318,652
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1043,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,846,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1043,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1043,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Korean Air,2026-07-01 01:30,2026-07-01 10:00,1230,1,1046,623
2026-05-07 18:52:28,84,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1320,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Asiana Airlines,2026-07-01 15:30,2026-07-01 23:00,1170,1,623,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 06:45,2026-07-01 17:55,1390,1,842,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 10:00,2026-07-01 20:35,1355,1,1043,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Turkish Airlines,2026-07-01 00:10,2026-07-01 10:55,1365,1,842,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Emirates,2026-07-01 00:40,2026-07-01 14:25,1545,1,846,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 03:15,2026-07-01 13:10,1315,1,1043,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Cathay Pacific,2026-07-01 19:40,2026-07-02 06:00,1340,1,1043,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Korean Air,2026-07-01 01:30,2026-07-01 10:00,1230,1,1046,623
2026-05-07 20:19:52,85,PEK→JFK,2026-07-01,Korean Air,2026-07-01 13:30,2026-07-01 21:00,1170,1,1320,623
